biosample_summary,Biosample term name,Biosample term id,Experiment accession,Assay,Output type,File format,Library made from,Library depleted in,Biological replicate(s),Technical replicate,Biosample type,Biosample life stage,Biosample sex,Biosample Age,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR,Biosample treatments,Biosample subcellular fraction term name,Library extraction method,Library lysis method,Library strand specific,Project,Lab,Experiment date released,Derived from,Size,md5sum,File accession,File download URL,Assembly,File Status,Biosample organism,Biosample phase,Biosample synchronization stage,Experiment target,Antibody accession,RBNS protein concentration,Library fragmentation method,Library size range,Read length,Mapped read length,Run type,Paired end,Paired with,Platform,Controlled by,Library crosslinking method,dbxrefs
pulmonary artery endothelial cell female,pulmonary artery endothelial cell,CL:1001568,ENCSR000EOG,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,female,unknown,"insufficient read depth, inconsistent platforms",-,-,extremely low spot score,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DJS,1165011,3f10996c8d9d58de0947da6d683db1b7,ENCFF001SRL,https://www.encodeproject.org/files/ENCFF001SRL/@@download/ENCFF001SRL.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pulmonary artery endothelial cell female,pulmonary artery endothelial cell,CL:1001568,ENCSR000EOG,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,female,unknown,"insufficient read depth, inconsistent platforms",-,-,extremely low spot score,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DJS,1507275,fe89c172608750a3ab84c9a34b0bb3be,ENCFF001WLK,https://www.encodeproject.org/files/ENCFF001WLK/@@download/ENCFF001WLK.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pulmonary artery endothelial cell female,pulmonary artery endothelial cell,CL:1001568,ENCSR000EOG,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,female,unknown,"insufficient read depth, inconsistent platforms",-,-,extremely low spot score,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,10/19/11,"ENCFF153GLU, ENCFF163ZHO",726559,2b3db268cf0de79242a34f09a546dfb6,ENCFF265EUS,https://www.encodeproject.org/files/ENCFF265EUS/@@download/ENCFF265EUS.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pulmonary artery endothelial cell female,pulmonary artery endothelial cell,CL:1001568,ENCSR000EOG,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,unknown,female,unknown,"insufficient read depth, inconsistent platforms",-,-,extremely low spot score,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",10/19/11,ENCFF001DJS,206684028,598dbea4e72723d0de3519637e2024b0,ENCFF001DJR,https://www.encodeproject.org/files/ENCFF001DJR/@@download/ENCFF001DJR.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pulmonary artery endothelial cell male adult (23 years) and male adult (52 years),pulmonary artery endothelial cell,CL:1001568,ENCSR000AAM,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,primary cell,adult,male,"52 year, 23 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF512HKW, ENCFF826ONU",9570938,c7fe6f2ff8b3d3273d8416b2e258693f,ENCFF581OOH,https://www.encodeproject.org/files/ENCFF581OOH/@@download/ENCFF581OOH.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pulmonary artery endothelial cell male adult (23 years) and male adult (52 years),pulmonary artery endothelial cell,CL:1001568,ENCSR000AAM,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,primary cell,adult,male,"52 year, 23 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF647LRG, ENCFF826ONU",9594148,510779a551fca6e0c7ac57dd7b03a4e7,ENCFF671FKM,https://www.encodeproject.org/files/ENCFF671FKM/@@download/ENCFF671FKM.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female adult (96 days),renal cortex interstitium,UBERON:0005270,ENCSR932DHT,DNase-seq,alignments,bam,DNA,-,1,-,tissue,adult,female,96 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF082QRM,1679821361,afc97f7cd8e84d3d2e5752c609c74eb2,ENCFF705CWS,https://www.encodeproject.org/files/ENCFF705CWS/@@download/ENCFF705CWS.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (103 days),renal cortex interstitium,UBERON:0005270,ENCSR656QYL,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,103 day,-,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF847VTC,2822498226,9744b96495bd080d79ce8a973ccfb129,ENCFF155JTT,https://www.encodeproject.org/files/ENCFF155JTT/@@download/ENCFF155JTT.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (120 days),renal cortex interstitium,UBERON:0005270,ENCSR524DWS,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,120 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF805LAV,1325427740,619f60591b8f1176ecf0aa999d91e2c2,ENCFF550ZCG,https://www.encodeproject.org/files/ENCFF550ZCG/@@download/ENCFF550ZCG.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (89 days),renal cortex interstitium,UBERON:0005270,ENCSR851ZFT,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,89 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF067PBZ,1614860805,b2b50110577846aedfe3cbf7a034799a,ENCFF071YMD,https://www.encodeproject.org/files/ENCFF071YMD/@@download/ENCFF071YMD.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (96 days),renal cortex interstitium,UBERON:0005270,ENCSR022ECC,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,96 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF191ZKO,1546495545,84d17e7c395defd515563efb53e9b544,ENCFF559JYV,https://www.encodeproject.org/files/ENCFF559JYV/@@download/ENCFF559JYV.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (108 days),renal cortex interstitium,UBERON:0005270,ENCSR129KIV,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,108 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF271EPP,1058481064,34021d7b666bdc6cad67810e47cbcad5,ENCFF398OBA,https://www.encodeproject.org/files/ENCFF398OBA/@@download/ENCFF398OBA.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (108 days),renal cortex interstitium,UBERON:0005270,ENCSR828RNY,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,108 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF090WJP,1416281508,e2f992d1ccb702341ae362d278d3c818,ENCFF146YZR,https://www.encodeproject.org/files/ENCFF146YZR/@@download/ENCFF146YZR.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (113 days),renal cortex interstitium,UBERON:0005270,ENCSR155NPL,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,113 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF593NPZ,1307766011,b962327ed13424c27be7a56a29e490cc,ENCFF641PCX,https://www.encodeproject.org/files/ENCFF641PCX/@@download/ENCFF641PCX.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (127 days),renal cortex interstitium,UBERON:0005270,ENCSR849OKE,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,127 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF613YTV,1720224927,95373757e457b75c705db7c7795b5c45,ENCFF753RWE,https://www.encodeproject.org/files/ENCFF753RWE/@@download/ENCFF753RWE.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (91 day),renal cortex interstitium,UBERON:0005270,ENCSR254AGA,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,91 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF675FEU,947248827,4a4fa37dcc3376988398c1c887e82cc9,ENCFF376CCP,https://www.encodeproject.org/files/ENCFF376CCP/@@download/ENCFF376CCP.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (97 days),renal cortex interstitium,UBERON:0005270,ENCSR550UWM,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,97 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF989PKB,995602003,c6e306a087eabb02b5059d627aa88369,ENCFF022IPL,https://www.encodeproject.org/files/ENCFF022IPL/@@download/ENCFF022IPL.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female adult (96 days),renal cortex interstitium,UBERON:0005270,ENCSR932DHT,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,adult,female,96 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF705CWS",989258,7c9fb3b4b164408413995da5f0a74e7f,ENCFF914YLY,https://www.encodeproject.org/files/ENCFF914YLY/@@download/ENCFF914YLY.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (103 days),renal cortex interstitium,UBERON:0005270,ENCSR656QYL,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,103 day,-,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF155JTT, ENCFF163ZHO",1284295,ec0c637df62400ed803ee1fd6d6bebb9,ENCFF617JOF,https://www.encodeproject.org/files/ENCFF617JOF/@@download/ENCFF617JOF.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (120 days),renal cortex interstitium,UBERON:0005270,ENCSR524DWS,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,120 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF550ZCG",900120,e974f937a8a8e588f2423f05e2f50d42,ENCFF133XTG,https://www.encodeproject.org/files/ENCFF133XTG/@@download/ENCFF133XTG.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (89 days),renal cortex interstitium,UBERON:0005270,ENCSR851ZFT,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,89 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF071YMD, ENCFF163ZHO",1111419,ce51583ca6b116f87c1684b660de9fc9,ENCFF940MZC,https://www.encodeproject.org/files/ENCFF940MZC/@@download/ENCFF940MZC.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (96 days),renal cortex interstitium,UBERON:0005270,ENCSR022ECC,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,96 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF559JYV",923606,f533467724b7317027dfd19d793cd9d9,ENCFF607HYD,https://www.encodeproject.org/files/ENCFF607HYD/@@download/ENCFF607HYD.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (108 days),renal cortex interstitium,UBERON:0005270,ENCSR129KIV,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,108 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF398OBA",878988,04dca2769d85d716039bfa01a5764212,ENCFF183EXC,https://www.encodeproject.org/files/ENCFF183EXC/@@download/ENCFF183EXC.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (108 days),renal cortex interstitium,UBERON:0005270,ENCSR828RNY,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,108 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF146YZR, ENCFF163ZHO",766632,96789d3df57ada9979df1f02345acdd9,ENCFF628IJD,https://www.encodeproject.org/files/ENCFF628IJD/@@download/ENCFF628IJD.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (113 days),renal cortex interstitium,UBERON:0005270,ENCSR155NPL,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,113 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF641PCX",1110750,245aa32a366411498fd7dc976b1c171c,ENCFF877COU,https://www.encodeproject.org/files/ENCFF877COU/@@download/ENCFF877COU.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (127 days),renal cortex interstitium,UBERON:0005270,ENCSR849OKE,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,127 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF753RWE",680143,de6ebf2fb1af71c0a61fa569568f7d17,ENCFF998DYY,https://www.encodeproject.org/files/ENCFF998DYY/@@download/ENCFF998DYY.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (91 day),renal cortex interstitium,UBERON:0005270,ENCSR254AGA,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,91 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF376CCP",556876,ac288300349dfa9942766d596d5718b4,ENCFF837AYQ,https://www.encodeproject.org/files/ENCFF837AYQ/@@download/ENCFF837AYQ.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (97 days),renal cortex interstitium,UBERON:0005270,ENCSR550UWM,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,97 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF022IPL, ENCFF163ZHO",741541,7767cc1f9ecb4651de8a265c418419ea,ENCFF654WPG,https://www.encodeproject.org/files/ENCFF654WPG/@@download/ENCFF654WPG.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium female embryo (120 days),renal cortex interstitium,UBERON:0005270,ENCSR899SWV,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,female,120 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF409IAF, ENCFF826ONU",9783210,b5b0fe2ca28ac1f8de698527ae06d001,ENCFF171UCG,https://www.encodeproject.org/files/ENCFF171UCG/@@download/ENCFF171UCG.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (91 day),renal cortex interstitium,UBERON:0005270,ENCSR328PVI,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,male,91 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF042QBV, ENCFF826ONU",9802167,869776e3612b8391f7c42bd2d28550ae,ENCFF495BQT,https://www.encodeproject.org/files/ENCFF495BQT/@@download/ENCFF495BQT.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortex interstitium male embryo (97 days),renal cortex interstitium,UBERON:0005270,ENCSR436ZKE,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,male,97 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF473XOD, ENCFF826ONU",9829332,882931d18f347b5680054a0d480972f0,ENCFF028GHJ,https://www.encodeproject.org/files/ENCFF028GHJ/@@download/ENCFF028GHJ.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,"ENCFF001DKW, ENCFF001DKY",1821609,9665b07c5fb744857103441aac3e9f94,ENCFF001SRP,https://www.encodeproject.org/files/ENCFF001SRP/@@download/ENCFF001SRP.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,ENCFF001BMC,3374401,b7d39a5e267c93639ecf99dbc78a272a,ENCFF001WAW,https://www.encodeproject.org/files/ENCFF001WAW/@@download/ENCFF001WAW.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,ENCFF001DKY,2105215,9755508747655dcb8b07c6109c70c76e,ENCFF001WMA,https://www.encodeproject.org/files/ENCFF001WMA/@@download/ENCFF001WMA.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,ENCFF001DKW,2196622,8798ab831b9be20561ad5d6c43937172,ENCFF001WLZ,https://www.encodeproject.org/files/ENCFF001WLZ/@@download/ENCFF001WLZ.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,ENCODE Processing Pipeline,4/7/11,"ENCFF163ZHO, ENCFF668XIP",3166220,733a07f46e66f53f671036115210a833,ENCFF914XCX,https://www.encodeproject.org/files/ENCFF914XCX/@@download/ENCFF914XCX.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,ENCODE Processing Pipeline,4/7/11,"ENCFF163ZHO, ENCFF800ZWA",1024030,23104751e688ccb2be9ab71bd05c9408,ENCFF571LZB,https://www.encodeproject.org/files/ENCFF571LZB/@@download/ENCFF571LZB.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,ENCFF001BMC,362942993,56333929b14bd598b525cb78574c413e,ENCFF001BMB,https://www.encodeproject.org/files/ENCFF001BMB/@@download/ENCFF001BMB.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,signal,bigWig,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,ENCFF001BMC,505825472,fdad779cd9e39b31499d570d02228ad8,ENCFF001BMD,https://www.encodeproject.org/files/ENCFF001BMD/@@download/ENCFF001BMD.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,ENCFF001DKY,130746105,5169b03d3ab0aaa85ae518df1fafda30,ENCFF001DLD,https://www.encodeproject.org/files/ENCFF001DLD/@@download/ENCFF001DLD.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell,renal cortical epithelial cell,CL:0002584,ENCSR000EOK,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",4/7/11,ENCFF001DKW,129833981,78b963359eaaf11457da9b69754e9fb7,ENCFF001DLC,https://www.encodeproject.org/files/ENCFF001DLC/@@download/ENCFF001DLC.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell female adult (69 years) and male adult (84 years),renal cortical epithelial cell,CL:0002584,ENCSR000AAQ,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,primary cell,adult,"male, female","69 year, 84 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF826ONU, ENCFF867MRO",9568329,423772d6ee382c31f82af6d1030d1655,ENCFF902UZL,https://www.encodeproject.org/files/ENCFF902UZL/@@download/ENCFF902UZL.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal cortical epithelial cell female adult (69 years) and male adult (84 years),renal cortical epithelial cell,CL:0002584,ENCSR000AAQ,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,primary cell,adult,"male, female","69 year, 84 year",-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF120DVA, ENCFF826ONU",9530328,6f0f20d151ce94f47ed48077da199135,ENCFF890DJO,https://www.encodeproject.org/files/ENCFF890DJO/@@download/ENCFF890DJO.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female adult (96 days),renal pelvis,UBERON:0001224,ENCSR606UAR,DNase-seq,alignments,bam,DNA,-,1,-,tissue,adult,female,96 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF162IGO,2007363268,daedbcc4a82f85dbc5f511122cd989e4,ENCFF762FOS,https://www.encodeproject.org/files/ENCFF762FOS/@@download/ENCFF762FOS.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (103 days),renal pelvis,UBERON:0001224,ENCSR554WUJ,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,103 day,low spot score,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF495TIQ,2685212697,e4aa0225cd52f063f9924a79470d9386,ENCFF104PCS,https://www.encodeproject.org/files/ENCFF104PCS/@@download/ENCFF104PCS.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (105 days),renal pelvis,UBERON:0001224,ENCSR619DRM,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,105 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF976CAP,1012597955,b08d17a8fa0917719d174afe91599263,ENCFF948LGY,https://www.encodeproject.org/files/ENCFF948LGY/@@download/ENCFF948LGY.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (89 days),renal pelvis,UBERON:0001224,ENCSR911YVV,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,89 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF016VMU,1982831987,993829e8e5bb4e4a24b707333deadc30,ENCFF500LET,https://www.encodeproject.org/files/ENCFF500LET/@@download/ENCFF500LET.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
